301,37.575794,126.971451,16
302,37.575947,126.974060,12
303,37.571770,126.974663,8
304,37.572113,126.977577,7
305,37.572582,126.978355,16
306,37.570808,126.976433,19
307,37.570000,126.971100,11
308,37.569969,126.973938,20
309,37.569889,126.976456,13
314,37.579708,126.980858,10
316,37.570396,126.981789,12
326,37.576241,126.986160,19
327,37.573357,126.987465,10
328,37.570396,126.988190,11
329,37.568344,126.987892,8
334,37.570599,126.991791,10
335,37.570198,126.991257,10
337,37.578979,126.996475,5
338,37.570957,126.997124,18
339,37.571068,126.998192,10
340,37.585629,127.000679,8
341,37.581570,127.001785,10
342,37.579784,127.002533,15
343,37.575432,127.004982,6
344,37.574036,127.006721,10
345,37.573307,127.000710,15
348,37.572029,126.960785,14
349,37.576332,126.968590,7
351,37.585079,126.970619,8
352,37.583416,126.985237,15
353,37.579388,126.984947,8
354,37.579155,126.988960,10
355,37.576508,127.002457,15
356,37.577145,127.002060,15
358,37.582500,126.998535,13
359,37.576061,126.997681,8
361,37.573242,127.015907,10
362,37.572224,127.022705,10
363,37.575760,127.022835,10
364,37.579334,127.015083,8
367,37.573849,126.958694,8
368,37.569248,126.980537,12
369,37.575493,126.978500,20
385,37.569836,126.982658,10
388,37.585735,127.001610,10
393,37.570141,127.009377,10
394,37.567490,126.965919,15
395,37.568855,126.964561,8
397,37.570480,126.996635,13
446,37.600128,126.957832,10
447,37.603992,126.961945,6
449,37.608719,126.972862,10
450,37.583603,126.972549,20
451,37.583515,126.979668,13
452,37.571239,127.004410,13
453,37.571140,127.000671,10
454,37.570358,126.986382,13
455,37.570961,127.006058,8
456,37.574471,127.019829,10
457,37.571320,127.007210,10
458,37.569939,126.977539,21
461,37.574364,126.972366,10
462,37.603512,126.962067,15
464,37.584190,126.981697,10
465,37.587605,126.983597,5
486,0,0,5
3401,37.573761,127.013939,10
3402,37.576607,127.005570,10
3403,37.569508,126.967011,10
3404,37.571854,127.002358,15
3405,37.574551,126.970551,12
3406,37.574059,126.975800,20
3407,37.575806,126.983391,15
3408,37.570511,126.983368,13
3410,37.572037,126.991844,10
3411,37.570702,126.994812,10
3412,37.570313,126.994545,15
3413,37.573200,126.997963,15
3414,37.571175,127.002228,10
3415,0,0,15
3416,37.571533,127.015617,15
3417,37.577724,127.015251,12
3418,37.579987,127.015060,10
3419,37.581947,126.997368,15
3420,37.583275,126.998856,10
3421,37.583855,127.001854,10
3422,37.584797,126.997131,20
3423,37.575836,127.000694,20
3425,37.574848,126.968269,15
3426,37.575016,126.957550,10
3427,37.576603,126.956749,13
3428,37.595127,126.963493,10
3429,37.597260,126.963089,15
3430,37.608540,126.957138,10
3431,37.607601,126.957687,10
3432,37.569992,126.988342,15
4702,0,0,5
4710,0,0,8
4711,0,0,10
300,37.568050,126.969231,7
310,37.568878,126.977470,13
311,37.566612,126.977470,35
312,37.564674,126.976738,7
318,37.568527,126.982552,10
320,37.566223,126.983589,20
321,37.565464,126.984138,15
322,37.564476,126.986969,15
324,37.561340,126.980400,10
331,37.566383,126.987206,10
332,37.565990,126.987793,5
336,37.562618,126.992836,10
346,37.569183,127.009880,10
347,37.565331,127.007843,18
370,37.563229,126.974838,26
371,37.558872,127.005539,10
372,37.554295,127.011200,10
373,37.555859,127.013855,8
374,37.560474,127.014076,10
375,37.563717,127.018425,8
378,37.569805,127.016953,10
379,37.556000,126.973358,7
380,37.563866,127.002747,8
381,37.558533,127.006989,10
382,37.555199,127.010048,7
383,37.565849,127.016403,17
384,37.559780,126.968506,10
387,37.566994,127.003464,10
389,37.566730,126.996605,10
390,37.561390,126.995354,10
391,37.565437,126.973305,8
398,37.566559,126.992439,8
399,37.554108,126.965408,15
428,37.564400,126.991432,10
429,37.549889,127.007347,8
430,37.562172,127.006264,8
431,37.570900,127.019524,15
433,37.566345,126.982292,10
434,37.561489,127.023933,10
435,37.556862,126.975616,10
826,37.555367,126.968643,20
441,37.559891,126.970680,15
442,37.553692,126.972160,20
443,37.562111,126.970718,9
444,37.557602,126.972580,20
445,37.560291,126.974548,10
466,37.565842,126.979813,20
467,37.562214,126.980866,16
468,37.564159,126.979485,10
469,37.559231,126.980141,16
470,37.559650,126.979889,20
471,37.560360,126.982651,10
472,37.567871,126.988983,12
473,37.566051,126.997986,20
474,37.566299,127.008492,30
475,37.567650,127.011810,16
476,37.564430,127.009956,10
477,37.559288,127.002686,10
479,37.559376,127.006027,13
480,37.554321,127.010704,8
481,37.567032,127.015793,16
482,37.559940,127.018478,10
483,37.547585,127.006439,16
484,37.555767,126.977188,20
485,37.557404,126.973251,30
3013,0,0,10
4761,0,0,10
4762,0,0,10
4772,0,0,10
4774,0,0,9
4775,0,0,10
4776,0,0,10
4778,0,0,10
4784,0,0,10
4785,0,0,8
4791,0,0,10
800,37.532433,126.954742,15
802,37.541153,127.002213,10
803,37.538139,127.004097,10
805,37.536758,126.970001,9
806,37.533066,126.960732,20
807,37.552277,126.972687,10
808,37.520504,126.989738,10
809,37.530167,127.007439,10
810,37.538410,126.986649,10
811,37.535080,126.985382,20
812,37.534840,126.977661,20
813,37.533512,126.972275,20
815,37.518509,126.978798,20
816,37.530148,126.968483,15
817,37.533451,126.971733,9
818,37.544895,126.969383,15
819,37.541653,126.970505,12
820,37.549026,126.971947,10
822,37.522041,126.965523,10
823,37.542320,126.961960,10
825,37.520336,126.994263,15
827,37.541885,126.979660,20
828,37.544079,126.972000,7
829,37.522930,126.961693,40
830,37.534424,126.948570,10
831,37.534279,126.988564,15
832,37.521282,126.973465,15
834,37.539009,126.961380,15
835,37.541981,126.971542,10
836,37.531422,126.951500,15
837,37.529060,127.006729,10
838,37.544460,126.972389,8
839,37.524010,127.001450,10
840,37.523651,126.970268,10
841,37.529610,126.968872,15
843,37.533798,126.988670,10
844,37.527149,126.955162,11
845,37.532700,126.964378,22
846,37.546638,126.981041,15
847,37.534523,126.977501,15
848,37.535259,126.975052,10
849,37.536079,126.973419,15
850,37.537399,126.968926,15
851,37.540478,126.958115,10
852,37.534527,126.947182,20
853,37.528568,126.965691,10
854,37.538727,127.001549,10
855,37.522724,126.972771,15
857,37.535023,126.998055,15
858,37.534409,126.986893,7
859,37.541885,126.995865,10
860,37.520695,126.970978,15
863,37.521770,126.977005,15
864,37.535141,127.006004,10
865,37.540794,126.997849,15
866,37.551548,126.976860,10
867,37.519909,126.989235,10
868,37.537220,126.965019,12
869,37.517296,126.959145,10
870,37.517319,126.958298,10
4602,0,0,10
4604,0,0,10
4605,0,0,10
4616,0,0,15
4617,0,0,6
4618,0,0,10
4627,0,0,7
3511,37.551250,127.035103,10
3513,37.564610,127.029198,10
3514,37.566261,127.023697,10
3515,37.542816,127.042084,20
3525,37.546089,127.025070,15
3527,37.561790,127.024391,8
3530,37.560146,127.026360,15
3531,37.554779,127.024841,15
3532,37.560680,127.026779,15
3538,37.550892,127.044762,14
506,37.549061,127.057793,7
507,37.548203,127.057114,7
508,37.545166,127.057510,10
509,37.539654,127.052589,20
510,37.541222,127.043800,10
511,37.544582,127.044609,16
512,37.548561,127.045006,15
513,37.546307,127.049805,13
514,37.542580,127.063309,7
518,37.571526,127.035355,20
519,37.566994,127.029915,20
520,37.563858,127.030319,10
521,37.561447,127.034920,14
522,37.548641,127.016426,9
523,37.543663,127.014061,11
524,37.552200,127.025055,10
525,37.558052,127.040352,20
526,37.563511,127.056725,10
529,37.561371,127.063660,15
530,37.568748,127.030403,9
533,37.548149,127.021088,7
534,37.548634,127.025726,20
535,37.553986,127.033592,16
536,37.557350,127.029213,8
537,37.560356,127.041397,10
538,37.567650,127.051155,15
550,37.571640,127.035660,15
556,37.542053,127.020401,20
557,37.567642,127.025696,10
558,37.564606,127.036522,20
559,37.561096,127.036797,10
560,37.551205,127.068932,8
561,37.542816,127.044670,10
562,37.559246,127.073410,10
563,37.547913,127.062752,10
564,37.547928,127.015572,15
565,37.541363,127.017662,20
567,37.544590,127.057083,15
568,37.571102,127.023560,10
569,37.549583,127.030243,10
578,37.548286,127.062088,8
579,37.565205,127.041847,8
581,37.561012,127.054237,10
582,37.543179,127.049080,10
583,37.567970,127.046890,20
583,0,0,5
585,37.536808,127.055489,9
586,37.565941,127.045395,10
587,37.545418,127.052643,10
589,37.544159,127.056656,8
594,37.558365,127.056908,15
3544,37.554539,127.043778,10
3545,37.556580,127.043358,10
3547,37.564381,127.028870,12
3548,37.546959,127.047669,10
